permit_number,parcel_identifier,source_system,issuing_agency,improvement_status,permit_issue_date,days_open,contractor_name,contractor_phone,contractor_license,bbb_rating,address_street,address_zip,latitude,longitude,source_url
A26-003142,03252828780001CA10,osceola_accela,Osceola County,open,,125,STRATUS ROOFING,4076255866,CCC1326094,A+,"2941 LUCAYAN HARBOUR CIR, KISSIMMEE FL 34746",34746,28.33665772665102,-81.49680538211977,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00F48&agencyCode=OSCEOLA&IsToShowInspection=
A26-003148,132628000000200000,osceola_accela,Osceola County,open,,125,SFR TECH ROOFING LLC,7542340824,CCC1330899,,"2501 HAM BROWN RD, KISSIMMEE FL 34746",34746,28.22667587690022,-81.46445028472979,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00F4S&agencyCode=OSCEOLA&IsToShowInspection=
A26-003162,072530268801340360,osceola_accela,Osceola County,open,,125,OWNER/BUILDER OWNER/BUILDER,,,,"231 EAST CEDARWOOD CIR, KISSIMMEE FL 34743",34743,28.332584820183794,-81.36002545829047,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00F7G&agencyCode=OSCEOLA&IsToShowInspection=
A26-003209,102628266100011350,osceola_accela,Osceola County,open,,124,AMERICA ROOFING,,CCC1325760,A+,"2150 BLACKSTONE LANDING DR, KISSIMMEE FL 34758",34758,28.23746673640596,-81.49357875828187,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00FD6&agencyCode=OSCEOLA&IsToShowInspection=
A26-003228,222527492400010760,osceola_accela,Osceola County,open,,123,TOP DOG ROOFING,8633272822,CCC1330806,B-,"7653 WILMINGTON LOOP, KISSIMMEE FL 34747",34747,28.292716449976854,-81.59305673835242,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00FKQ&agencyCode=OSCEOLA&IsToShowInspection=
A26-003292,022530500100010010,osceola_accela,Osceola County,open,,119,ARMORPRO ROOFING & CONSTRUCTION LLC,,CCC1333663,,"3692 SILVER LAKE DR, KISSIMMEE FL 34744",34744,28.347883683187373,-81.29279334686707,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00FWC&agencyCode=OSCEOLA&IsToShowInspection=
A26-003365,052729000000500000,osceola_accela,Osceola County,open,,118,3A'S BUILDERS AND I BUILDERS LLC,4079709621,CCC1329506,,"4101 PLEASANT HILL RD, KISSIMMEE FL 34746",34746,28.170305467548715,-81.43757830575422,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00G4U&agencyCode=OSCEOLA&IsToShowInspection=
A26-003377,312632000000240000,osceola_accela,Osceola County,open,,117,CORE ROOFING SYSTEMS,4704767128,CCC1334039,,"7200 E IRLO BRONSON MEM HWY, SAINT CLOUD FL 34771",34771,28.184393310530297,-81.14663685440263,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00G69&agencyCode=OSCEOLA&IsToShowInspection=
A26-003403,09272858010001FD05,osceola_accela,Osceola County,open,,117,GWR CENTRAL LLC DBA GULF WESTERN ROOFING,4079306726,CCC1331935,A+,"5700 ESPLANADE DR, KISSIMMEE FL 34758 United States",,,,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00G9L&agencyCode=OSCEOLA&IsToShowInspection=
A26-003442,032528287800010090,osceola_accela,Osceola County,open,,116,STRATUS ROOFING,4076256850,CCC1331354,A+,"2966 LUCAYAN HARBOUR CIR, 101, KISSIMMEE FL 34746",34746,28.33662042747761,-81.49676384619205,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00GFU&agencyCode=OSCEOLA&IsToShowInspection=
A26-003550,292530266300010730,osceola_accela,Osceola County,open,,111,INNOVATIVE CONSTRUCTION INSPECTION INC,,,,"1024 HERMOSA WY, KISSIMMEE FL 34744",34744,28.283451367266828,-81.32665761479932,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00GW2&agencyCode=OSCEOLA&IsToShowInspection=
A26-003588,252628611213010020,osceola_accela,Osceola County,open,,110,JAMES COMMERCIAL DEVELOPMENT INC.,4074465454,CCC1328573,,"406 BRIDGEWATER CT, KISSIMMEE FL 34758",34758,28.15782394368803,-81.48961722136146,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00H6W&agencyCode=OSCEOLA&IsToShowInspection=
A26-003639,102529286000010140,osceola_accela,Osceola County,open,,109,OWNER/BUILDER OWNER/BUILDER,,,,"2786 Tropical Lake Dr, Kissimmee FL 34741 United States",34741,28.32865296670384,-81.40568725251963,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00HDG&agencyCode=OSCEOLA&IsToShowInspection=
A26-003684,17262930010001102B,osceola_accela,Osceola County,open,,104,PRIORITY ROOFING OF ORLANDO LLC,6893054104,CCC1334679,,"2759 EAGLE RIDGE LOOP, KISSIMMEE FL 34746",34746,28.21976259098235,-81.43602679904846,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00HM1&agencyCode=OSCEOLA&IsToShowInspection=
A26-003813,182629262600010200,osceola_accela,Osceola County,open,,98,FLORIDA SKY ROOFING LLC,6892411117,CCC1337349,,"2538 BAYKAL DR, KISSIMMEE FL 34746",34746,28.224583805431415,-81.44798700125477,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00I7U&agencyCode=OSCEOLA&IsToShowInspection=
A26-003832,042527500400010030,osceola_accela,Osceola County,open,,98,INDUSTRIAL COMMERCIAL ROOFING INC,,CCC1330880,,"3178 INSPIRATION DR, KISSIMMEE FL 34747",34747,28.34387296078541,-81.60660954604066,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00IA7&agencyCode=OSCEOLA&IsToShowInspection=
A26-004049,0725303923000100A0,osceola_accela,Osceola County,open,,90,RBH ROOFING CORP,4078797599,CCC1336260,,"143 LAS BRISAS WY, CLUBHOUSE, KISSIMMEE FL 34743",34743,28.32070098874046,-81.34583707372161,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00J70&agencyCode=OSCEOLA&IsToShowInspection=
A26-004099,252628351800010840,osceola_accela,Osceola County,open,,89,AFFORDABLE ROOFING L.L.C.,9562836944,CCC1329724,A+,"4155 KEY COLONY PL, KISSIMMEE FL 34746",34746,28.16569846578602,-81.44088067792848,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00JB1&agencyCode=OSCEOLA&IsToShowInspection=
A26-004106,122728256200010030,osceola_accela,Osceola County,open,,89,DDP ROOFING SERVICES INC,,CCC1327328,,"369 CYPRESS PKWY, KISSIMMEE FL 34759",34759,28.14346986036444,-81.47227103176205,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00JC5&agencyCode=OSCEOLA&IsToShowInspection=
A26-004110,022528370400010070,osceola_accela,Osceola County,open,,89,EDGE 2 EDGE ROOFING LLC,,CCC1330977,,"4955 W IRLO BRONSON MEM HWY, KISSIMMEE FL 34746",34746,28.334369256659638,-81.48060111948735,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00JCG&agencyCode=OSCEOLA&IsToShowInspection=
A26-004124,092527445700010290,osceola_accela,Osceola County,open,,89,NEAT EXTERIORS INC,4076127399,CCC1335521,B-,"2823 DRIFTING LILLY LOOP, KISSIMMEE FL 34747",34747,28.329623800404708,-81.61040767154554,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00JDU&agencyCode=OSCEOLA&IsToShowInspection=
A26-004166,032528348900019520,osceola_accela,Osceola County,open,,87,BLUE STAR ROOFING INC,,CCC1332950,A+,"5335 LONESOME DOVE DR, KISSIMMEE FL 34746",34746,28.340786412242483,-81.49376357568059,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00JMN&agencyCode=OSCEOLA&IsToShowInspection=
A26-004167,032528348900019510,osceola_accela,Osceola County,open,,87,BLUE STAR ROOFING INC,,CCC1332950,A+,"5339 LONESOME DOVE DR, KISSIMMEE FL 34746",34746,28.340725327333992,-81.49394161339575,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00JMP&agencyCode=OSCEOLA&IsToShowInspection=
A26-004188,052629444300013400,osceola_accela,Osceola County,open,,87,CAS CONSTRUCTION LLC,3219450242,CCC1334577,,"2336 MEADOW OAK CIR, KISSIMMEE FL 34746",34746,28.24490550646626,-81.43421597375077,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00JOV&agencyCode=OSCEOLA&IsToShowInspection=
A26-004224,072528279300010790,osceola_accela,Osceola County,open,,84,GOLD KEY ROOFING LLC,4078510680,CCC1329157,A+,"916 WESTPARK DR, KISSIMMEE FL 34747",34747,28.32005480922534,-81.54967584860304,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00JVB&agencyCode=OSCEOLA&IsToShowInspection=
A26-004227,072528279300010790,osceola_accela,Osceola County,open,,84,GOLD KEY ROOFING LLC,4078510680,CCC1329157,A+,"916 WESTPARK DR, GARAGE, KISSIMMEE FL 34747",34747,28.32005480922534,-81.54967584860304,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00JVP&agencyCode=OSCEOLA&IsToShowInspection=
A26-004287,192629251300020020,osceola_accela,Osceola County,open,,83,GUDINO ROOFING & CONSTRUCTION INC,8632191515,CCC1336143,,"3750 ALAMO BLVD, KISSIMMEE FL 34746",34746,28.21448334537409,-81.44115880319265,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00K0Z&agencyCode=OSCEOLA&IsToShowInspection=
A26-004301,032527320500010690,osceola_accela,Osceola County,open,,83,SOLAR ROOFING & CONSTRUCTION SPECIALIST CORP,8636400977,CCC1335469,A+,"2728 FORMOSA BLVD, KISSIMMEE FL 34747",34747,28.32921268688421,-81.6050190745431,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00K2K&agencyCode=OSCEOLA&IsToShowInspection=
A26-004314,242628329900012320,osceola_accela,Osceola County,open,,82,JBK ROOFING & RESTORATION INC.,3528050767,CCC1335846,,"4700 ROCKVALE DR, KISSIMMEE FL 34758",34758,28.212950149602598,-81.47145434112078,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00K5A&agencyCode=OSCEOLA&IsToShowInspection=
A26-004326,2625293891000C0060,osceola_accela,Osceola County,open,,82,TOP DOG ROOFING,8633272822,CCC1330806,B-,"600 HAZELWOOD DR, KISSIMMEE FL 34744",34744,28.286575121004525,-81.37987070446732,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00K6O&agencyCode=OSCEOLA&IsToShowInspection=
A26-004333,172531316400010080,osceola_accela,Osceola County,open,,82,BOWHEAD ROOFING,7864125256,CCC1332147,,"4918 EASTLAKE VISTA DR, SAINT CLOUD FL 34771",34771,28.305016525115953,-81.24302162278023,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00K7G&agencyCode=OSCEOLA&IsToShowInspection=
A26-004337,242529401300011370,osceola_accela,Osceola County,open,,82,SKY LIGHT ROOFING INC,3219460876,CCC1332541,A+,"274 MAGICAL WY, KISSIMMEE FL 34744",34744,28.288274385811455,-81.36542956283887,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00K7O&agencyCode=OSCEOLA&IsToShowInspection=
A26-004349,0725302675000V0040,osceola_accela,Osceola County,open,,81,"TRU-TEK WATERPROOFING, INC",4078853805,CCC1331331,A+,"206 WATTS LN, A - D, KISSIMMEE FL 34743",34743,28.32486169648201,-81.34702207791292,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00K9Q&agencyCode=OSCEOLA&IsToShowInspection=
A26-004354,322530531600010150,osceola_accela,Osceola County,open,,81,STORY ROOFING LLC,4073489342,CCC057111,A+,"1595 TWELVE OAKS CIR, KISSIMMEE FL 34744",34744,28.26197762922387,-81.34080274678723,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00KAN&agencyCode=OSCEOLA&IsToShowInspection=
A26-004429,022530524200012770,osceola_accela,Osceola County,open,,77,QUALITECH CONSTRUCTION GROUP LLC,9562206107,CCC1335895,,"4031 LONGWORTH LOOP, KISSIMMEE FL 34744",34744,28.34786446794222,-81.27779466599203,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00KOX&agencyCode=OSCEOLA&IsToShowInspection=
A26-004487,252628610005820200,osceola_accela,Osceola County,open,,75,SL CONSTRUCTION,4079201540,CCC1332559,,"1104 CAMDEN WY, KISSIMMEE FL 34758",34758,28.185525542977032,-81.49879421176799,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00L41&agencyCode=OSCEOLA&IsToShowInspection=
A26-004492,122728256200010030,osceola_accela,Osceola County,open,,75,DDP ROOFING SERVICES INC,,CCC1327328,,"369 CYPRESS PKWY, KISSIMMEE FL 34759",34759,28.14346986036444,-81.47227103176205,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00L4C&agencyCode=OSCEOLA&IsToShowInspection=
A26-004511,052530253600011050,osceola_accela,Osceola County,open,,75,HOMESHIELD ROOFING FL LLC,4073992348,CCC1334739,A+,"3062 CAMERON DR, KISSIMMEE FL 34743",34743,28.3397031708325,-81.33177159370456,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00L7K&agencyCode=OSCEOLA&IsToShowInspection=
A26-004514,202530484400010860,osceola_accela,Osceola County,open,,75,APC ROOFING,,CCC1337030,A+,"2400 ASHECROFT DR, KISSIMMEE FL 34744",34744,28.29333326471844,-81.3436938240464,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00L88&agencyCode=OSCEOLA&IsToShowInspection=
A26-004544,322629255600011330,osceola_accela,Osceola County,open,,74,MY AMELIA INC DBA INSPECTED.COM,,,,"3955 BLOSSOM DEW DR, KISSIMMEE FL 34746",34746,28.174649697939902,-81.43679950843047,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00LC8&agencyCode=OSCEOLA&IsToShowInspection=
A26-004548,0325273160000D0023,osceola_accela,Osceola County,open,,74,DEMPSEY ROOFING COMPANY INC,8636823363,CCC1326006,,"7602 W IRLO BRONSON MEM HWY, KISSIMMEE FL 34747",34747,,,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00LCH&agencyCode=OSCEOLA&IsToShowInspection=
A26-004553,302629000000280000,osceola_accela,Osceola County,open,,74,CASPRODE LLC,4079288615,CCC1333120,,"3190 PLEASANT HILL RD, KISSIMMEE FL 34746",34746,28.20178757648552,-81.4411218976373,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00LDL&agencyCode=OSCEOLA&IsToShowInspection=
A26-004586,022629479800010130,osceola_accela,Osceola County,open,,73,DON SCHMIDT CONTRACTING & ROOFING INC,4078929884,CCC042852,A+,"1591 GRANDVIEW BLVD, KISSIMMEE FL 34744",34744,28.251144191597998,-81.37896356740234,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00LIM&agencyCode=OSCEOLA&IsToShowInspection=
A26-004589,252628611815110390,osceola_accela,Osceola County,open,,73,"FLORIDA ROOF ADVISORS, LLC",4076875160,CCC1336244,A-,"302 MORMANNO WY, KISSIMMEE FL 34758",34758,28.164373093011015,-81.47348416765826,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00LJF&agencyCode=OSCEOLA&IsToShowInspection=
A26-004597,242529000001030000,osceola_accela,Osceola County,open,,72,RH QUALITY METAL OF FLORIDA LLC,8133403990,CCC057461,,"2051 E IRLO BRONSON MEM HWY, Bldg, KISSIMMEE FL 34744",34744,28.290953127175083,-81.36032478321864,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00LLO&agencyCode=OSCEOLA&IsToShowInspection=
A26-004606,072530267700520070,osceola_accela,Osceola County,open,,70,ROOFING PROS USA LLC,,CCC1337239,A+,"164 GUADALAJARA DR, KISSIMMEE FL 34743",34743,28.323771366242195,-81.35128969127246,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00LOL&agencyCode=OSCEOLA&IsToShowInspection=
A26-004684,252628613821130050,osceola_accela,Osceola County,open,,68,LEVEL ROOFING SOLUTIONS LLC,,CCC1336147,A,"909 GASCONY CT, KISSIMMEE FL 34759",34759,28.118562206762718,-81.45125373666197,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00LZG&agencyCode=OSCEOLA&IsToShowInspection=
A26-004726,032528348500015930,osceola_accela,Osceola County,open,,67,RBS CONSTRUCTION LLC,4078598163,CCC1327234,A+,"3190 SMOKE SIGNAL CIR, KISSIMMEE FL 34746",34746,28.343657680571578,-81.49060619108332,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00M5R&agencyCode=OSCEOLA&IsToShowInspection=
A26-004747,252628612416620020,osceola_accela,Osceola County,open,,66,TRROOFING LLC,,CCC1333097,B+,"14 FLAG CT, KISSIMMEE FL 34759",34759,28.142388861764665,-81.4519531050003,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00MBM&agencyCode=OSCEOLA&IsToShowInspection=
A26-004762,062530291103120130,osceola_accela,Osceola County,open,,63,21ST CENTURY CONSTRUCTION INC,4077479651,CCC1334908,,"401 OTTER CREEK DR, KISSIMMEE FL 34743",34743,28.33855195179974,-81.34570993185488,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00MF4&agencyCode=OSCEOLA&IsToShowInspection=
A26-004763,252628266700011220,osceola_accela,Osceola County,open,,63,ALL STATE CONSTRUCTION AND RESTORATION LLC,8885811747,CCC1331370,,"4054 NAVIGATOR WY, KISSIMMEE FL 34746",34746,28.180803345086968,-81.45199722997334,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00MF5&agencyCode=OSCEOLA&IsToShowInspection=
A26-004769,242529401100010520,osceola_accela,Osceola County,open,,63,CPF ROOFING CONSTRUCTION COMPANY,4079244935,CCC1334224,,"1925 MAGICAL LN, KISSIMMEE FL 34744",34744,28.289015743450154,-81.36434444967352,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00MFN&agencyCode=OSCEOLA&IsToShowInspection=
A26-004796,252628612818020010,osceola_accela,Osceola County,open,,63,CENTRAL HOMES ROOFING AND FLOORING 1182 N Ronald Reagan Blvd,4072126372,CCC1330609,A+,"611 REGENCY WY, KISSIMMEE FL 34758",34758,28.150459523957128,-81.45920971672768,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00MI6&agencyCode=OSCEOLA&IsToShowInspection=
A26-004826,252628351800011340,osceola_accela,Osceola County,open,,62,BLUE EAGLE ROOFING AND CONSTRUCTION LLC,4077976061,CCC1336680,A-,"3508 SPINNING REEL LN, KISSIMMEE FL 34746",34746,28.166111454173613,-81.44265660206375,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00MO1&agencyCode=OSCEOLA&IsToShowInspection=
A26-004841,082530468600130810,osceola_accela,Osceola County,open,,62,TOP DOG ROOFING,8633272822,CCC1330806,B-,"2706 RISMEN CT, KISSIMMEE FL 34743",34743,28.332781018076368,-81.33236216029925,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00MS9&agencyCode=OSCEOLA&IsToShowInspection=
A26-004869,30263226120001C103,osceola_accela,Osceola County,open,,61,"JA EDWARDS OF AMERICA, INC",,CCC1334804,A+,"7007 BEARGRASS RD, SAINT CLOUD FL 34773",34773,28.201737733892685,-81.14946340034547,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00MVL&agencyCode=OSCEOLA&IsToShowInspection=
A26-004871,052629483500010020,osceola_accela,Osceola County,open,,61,SOLAR BEAR LLC,7274717442,CCC1334010,,"3350 SUZETTE DR, KISSIMMEE FL 34746",34746,28.246260642723186,-81.43747863091534,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00MVO&agencyCode=OSCEOLA&IsToShowInspection=
A26-004933,0126304920000C0250,osceola_accela,Osceola County,open,,59,STORY ROOFING LLC,4073489342,CCC057111,A+,"107 LAKEVIEW DR, SAINT CLOUD FL 34769",34769,28.260074419427685,-81.26195055577989,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00N36&agencyCode=OSCEOLA&IsToShowInspection=
A26-004944,252628611614580220,osceola_accela,Osceola County,open,,59,SL CONSTRUCTION,4079201540,CCC1332559,,"261 CRANBROOK DR, KISSIMMEE FL 34758",34758,28.175100218876707,-81.47823451009626,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00N5L&agencyCode=OSCEOLA&IsToShowInspection=
A26-004982,072530267600150330,osceola_accela,Osceola County,open,,56,RBH ROOFING CORP,4078797599,CCC1336260,,"233 CITRUS DR, KISSIMMEE FL 34743",34743,28.337823023559107,-81.34794995111568,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00NBZ&agencyCode=OSCEOLA&IsToShowInspection=
A26-005058,192530287200010940,osceola_accela,Osceola County,open,,55,OWNER/BUILDER OWNER/BUILDER,,,,"813 COUNTRY CROSSING CT, KISSIMMEE FL 34744",34744,28.29979113148908,-81.35213814702999,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00NLH&agencyCode=OSCEOLA&IsToShowInspection=
A26-005091,1332342780000A0570,osceola_accela,Osceola County,open,,54,LUVIANO ROOFING CO INC,8633573838,CCC1327338,,"5660 PINE AVE, OKEECHOBEE FL 34972",34972,27.69933481628005,-80.8864000401251,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00NQP&agencyCode=OSCEOLA&IsToShowInspection=
A26-005132,202629288200011220,osceola_accela,Osceola County,open,,53,BELA ROOFING INC,4073123115,CCC1334318,A+,"3102 WESTBROOK RD, KISSIMMEE FL 34746",34746,28.205619953782,-81.43703777087103,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00NVX&agencyCode=OSCEOLA&IsToShowInspection=
A26-005154,0125285099000I1620,osceola_accela,Osceola County,open,,52,NORTHMEN ROOFING LLC,,CCC1332653,,"4664 FAIRY TALE CIR, KISSIMMEE FL 34746",34746,28.340983312062995,-81.4671501616195,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00NZ9&agencyCode=OSCEOLA&IsToShowInspection=
A26-005160,052530324300013210,osceola_accela,Osceola County,open,,52,CHINEA'S DEVELOPERS CORP,4079906192,CCC1335107,A+,"2579 EAGLE BAY BLVD, KISSIMMEE FL 34743",34743,28.337734065295432,-81.3387232635981,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00NZU&agencyCode=OSCEOLA&IsToShowInspection=
A26-005204,202629288100010940,osceola_accela,Osceola County,open,,49,JIM'S COMPLETE CONSTRUCTION LLC,4075938550,CCC1333647,,"3110 MARSHFIELD PRESERVE WY, KISSIMMEE FL 34746",34746,28.208716608845375,-81.43845623244277,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00O6O&agencyCode=OSCEOLA&IsToShowInspection=
A26-005236,072530268901350030,osceola_accela,Osceola County,open,,48,U.S. SHINGLE,,CCC1331960,,"161 W Cedarwood, United States",34743,28.33008220482551,-81.36724111264259,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00OAF&agencyCode=OSCEOLA&IsToShowInspection=
A26-005241,07253048770001C110,osceola_accela,Osceola County,open,,48,HYV INC,4079147540,CCC1328335,,"340 CERVANTES DR, KISSIMMEE FL 34743",34743,28.32366586401658,-81.34752670319999,https://permits.osceola.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=REC26&capID2=00000&capID3=00OAL&agencyCode=OSCEOLA&IsToShowInspection=
